id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated
3422049276,20141211T000000,310000,3,1.75,1880,30346,1,0,0,3,8,1880,0,1988,0
2624300080,20140724T000000,825000,3,3,3730,35900,1,0,0,3,9,2960,770,1979,0
7785000260,20140709T000000,624800,3,2,2250,14274,1,0,0,4,8,1500,750,1964,0
328000182,20150501T000000,613500,3,3.25,1876,1531,3,0,0,3,9,1876,0,2009,0
7852050220,20140808T000000,345000,3,2.5,1540,3237,2,0,0,3,7,1540,0,1999,0
1226039130,20141009T000000,355000,3,2.25,1980,7200,1,0,0,3,8,1300,680,1964,0
6821100246,20140903T000000,415000,2,1,880,3200,1,0,0,3,7,880,0,1910,1970
9406550100,20140923T000000,325000,4,2.5,1930,8458,2,0,0,3,7,1930,0,1993,0
3876540630,20150227T000000,205500,3,2,1330,8748,1,0,0,3,7,1330,0,1986,0
7228501065,20140626T000000,750000,4,2.75,1750,5080,1.5,0,0,3,8,1750,0,1903,0
8928100025,20150324T000000,750000,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,1944,0
7011200830,20140909T000000,783200,4,2,1590,5400,1,0,2,3,7,990,600,1900,0
3797000300,20140808T000000,405000,2,1,880,3000,1,0,0,5,7,880,0,1927,0
2762600035,20140909T000000,279000,3,1,1530,15975,1,0,0,3,7,970,560,1952,0
6790200110,20150102T000000,675000,5,2.75,2570,12906,2,0,0,3,8,2570,0,1987,0
1545806510,20140820T000000,260000,3,1.75,1340,8000,1,0,0,3,7,1340,0,1980,0
4338800685,20140819T000000,299999,4,2,1640,7200,1,0,0,5,6,820,820,1944,0
